date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:56:41	8222/8222	---MCZ	200	added ('OK')	text/html	date:Tue,%2015%20Feb%202022%2017:33:40%20GMT	https://www.hackerx.xyz/main/xbot/dashboard/	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/xbot/dashboard/index.html	(from https://www.hackerx.xyz/main/xbot/)
20:56:41	1716/1716	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Feb%202022%2022:22:35%20GMT	https://www.hackerx.xyz/logs/	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/logs/index.html	(from https://www.hackerx.xyz/main/xbot/)
20:56:42	85578/85578	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214e4a-17efe7274b3%22	https://www.hackerx.xyz/main/xbot/assets/js/vendor/jquery-2.2.4.min.js	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/xbot/assets/js/vendor/jquery-2.2.4.min.js	(from https://www.hackerx.xyz/main/xbot/)
20:56:42	25940/25940	---MCZ	200	added ('OK')	application/javascript	etag:W/%226554-17efe7274b3%22	https://www.hackerx.xyz/main/xbot/assets/js/functions-min.js	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/xbot/assets/js/functions-min.js	(from https://www.hackerx.xyz/main/xbot/)
20:56:42	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%22302c-17efe7274b3%22	https://www.hackerx.xyz/main/xbot/assets/js/rocket-loader.min.js	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/xbot/assets/js/rocket-loader.min.js	(from https://www.hackerx.xyz/main/xbot/)
20:56:42	13172/13172	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2006%20Apr%202022%2017:56:43%20GMT	https://codepen.io/denic/pen/YzyPzKG.css	C:/My%20Web%20Sites/sitex/codepen.io/denic/pen/YzyPzKG.35.delayed	(from https://www.hackerx.xyz/main/XGames/)
20:56:43	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/sitex/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://www.hackerx.xyz/main/XGames/)
20:56:43	1126/1126	---MCZ	200	added ('OK')	text/html	date:Tue,%2015%20Feb%202022%2017:33:40%20GMT	https://www.hackerx.xyz/main/XGames/Select/	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/XGames/Select/index.html	(from https://www.hackerx.xyz/main/XGames/)
20:56:43	477/477	---MCZ	200	added ('OK')	text/css	etag:W/%221dd-17efe7274b3%22	https://www.hackerx.xyz/main/XGames/style.css	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/XGames/style.css	(from https://www.hackerx.xyz/main/XGames/)
20:56:43	68855/68855	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Jun%202021%2012:17:31%20GMT	https://media.discordapp.net/attachments/753365057114734674/852884253221060619/Untitled-1.jpg	C:/My%20Web%20Sites/sitex/media.discordapp.net/attachments/753365057114734674/852884253221060619/Untitled-1.jpg	(from https://www.hackerx.xyz/main/cytronsite/)
20:56:44	25827/25827	---MCZ	200	added ('OK')	text/html	date:Tue,%2015%20Feb%202022%2017:33:40%20GMT	https://www.hackerx.xyz/main/cytronsite/main/	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/cytronsite/main/index.html	(from https://www.hackerx.xyz/main/cytronsite/)
20:56:44	1048/1048	---MCZ	200	added ('OK')	text/css	etag:W/%22418-17efe7274b3%22	https://www.hackerx.xyz/main/cytronsite/style.css	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/cytronsite/style.css	(from https://www.hackerx.xyz/main/cytronsite/)
20:56:44	85656/85656	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-14e98%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/2.2.2/jquery.min.js	C:/My%20Web%20Sites/sitex/cdnjs.cloudflare.com/ajax/libs/jquery/2.2.2/jquery.min.js	(from https://www.hackerx.xyz/main/cytronsite/)
20:56:45	721/721	---MCZ	200	added ('OK')	application/javascript	etag:W/%222d1-17efe7274b3%22	https://www.hackerx.xyz/main/cytronsite/script.js	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/cytronsite/script.js	(from https://www.hackerx.xyz/main/cytronsite/)
20:56:46	0/-1	---M--	301	error ('')			https://www.hackerx.xyz/main/streaming	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/streaming.3e.delayed	(from https://www.hackerx.xyz/main/bookmark/)
20:56:46	0/-1	---M--	301	error ('')			https://www.hackerx.xyz/main/playlist	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/playlist.3f.delayed	(from https://www.hackerx.xyz/main/bookmark/)
20:56:46	22640/22640	---MCZ	200	added ('OK')	text/css	etag:W/%225870-17efe7274b3%22	https://www.hackerx.xyz/main/bookmark/stile.css	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/bookmark/stile.css	(from https://www.hackerx.xyz/main/bookmark/)
20:56:46	1034754/1034754	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Apr%202022%2017:56:46%20GMT	https://database.twentysix1.repl.co/assets/V3.png	C:/My%20Web%20Sites/sitex/database.twentysix1.repl.co/assets/V3.png	(from https://www.hackerx.xyz/main/streaming/stile.css)
20:56:46	1716/1716	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Feb%202022%2022:22:35%20GMT	https://www.hackerx.xyz/main/bookmark/script.js	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/bookmark/script.js	(from https://www.hackerx.xyz/main/bookmark/)
20:56:47	160403/160403	---M-Z	200	added ('OK')	text/css	etag:%225ebae359-27293%22	https://cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/4.5.0/css/bootstrap.min.css	C:/My%20Web%20Sites/sitex/cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/4.5.0/css/bootstrap.min.css	(from https://www.hackerx.xyz/main/developers/portal/)
20:56:47	55902/55902	---MCZ	200	added ('OK')	text/css	etag:W/%22308279db7a836ab0d2dfd56afded0baf%22	https://unicons.iconscout.com/release/v2.1.9/css/unicons.css	C:/My%20Web%20Sites/sitex/unicons.iconscout.com/release/v2.1.9/css/unicons.css	(from https://www.hackerx.xyz/main/developers/portal/)
20:56:48	5972/5972	---MCZ	200	added ('OK')	text/css	etag:W/%221754-17f0f01f6fe%22	https://www.hackerx.xyz/main/developers/portal/style.css	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/developers/portal/style.css	(from https://www.hackerx.xyz/main/developers/portal/)
20:56:48	225/225	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Apr%202022%2017:56:49%20GMT	https://www.hackerx.xyz/main/developers/portal/forgot	C:/My%20Web%20Sites/sitex/www.hackerx.xyz/main/developers/portal/forgot.44.delayed	(from https://www.hackerx.xyz/main/developers/portal/)
